"YYYYMM","Linkage","Domestic"
120823,9.324700,
120824,9.335620,
120825,9.075140,
120826,9.314980,
120827,9.388720,
120828,9.392040,
120829,9.445460,
120830,9.522770,
120831,9.436770,
120901,9.455710,
120902,9.440750,
120903,9.414050,
120904,9.339310,
120905,9.356090,
120906,9.494780,
120907,9.557910,
120908,9.568810,
120909,9.504330,
120910,9.363460,
120911,9.365740,
120912,9.382430,
120913,9.303280,
120914,9.256830,
120915,9.230350,
120916,9.406510,
120917,9.433480,
120918,9.169960,
120919,9.038370,
120920,9.012310,
120921,8.992020,
120922,8.911830,
120923,8.856450,
120924,8.719290,
120925,8.876240,
120926,8.834990,
120927,8.865570,
120928,8.845240,
120929,8.735370,
120930,8.707500,
121001,8.494980,
121002,8.409841,
121003,8.343440,
121004,8.258810,
121005,8.261630,
121006,8.230650,
121007,8.262950,
121008,8.285380,
121009,8.201310,
121010,8.226120,
121011,8.185730,
121012,8.166610,
121013,8.064890,
121014,8.044920,
121015,8.033790,
121016,7.962050,
121017,7.923210,
121018,7.852320,
121019,7.582400,
121020,7.542620,
121021,7.672940,
121022,7.627730,
121023,7.849810,
121024,7.742800,
121025,7.643570,
121026,7.650610,
121027,7.601020,
121028,7.634130,
121029,7.556230,
121030,7.630230,
121031,7.488070,
121101,7.566890,
121102,7.672050,
121103,7.632810,
121104,7.656220,
121105,7.615500,
121106,7.635090,
121107,7.625430,
121108,7.620800,
121109,7.670490,
121110,7.805020,
121111,7.911250,
121112,7.733175,
121113,7.555100,
121114,7.778220,
121115,8.016950,
121116,8.211150,
121117,8.285420,
121118,8.458640,
121119,8.545940,
121120,8.632490,
121121,8.828300,
121122,8.956550,
121123,9.006730,
121124,8.928210,
121125,8.983470,
121126,9.067930,
121127,9.119410,
121128,9.142550,
121129,9.189890,
121130,9.327340,
121201,9.508320,
121202,9.547790,
121203,9.541130,
121204,9.681480,
121205,9.699800,
121206,9.739860,
121207,9.772440,
121208,9.786030,
121209,9.964760,
121210,9.958090,
121211,10.016330,
121212,9.972830,
121213,10.027540,
121214,10.063150,
121215,10.072070,
121216,10.136150,
121217,10.269190,
121218,10.349560,
121219,10.370110,
121220,10.373990,
121221,10.425100,
121222,10.490080,
121223,10.517040,
121224,10.690060,
121225,10.758420,
121226,10.804750,
121227,10.805430,
121228,10.805040,
121229,10.925450,
121230,11.046910,
121231,11.124160,
130101,11.121620,
130102,11.149110,
130103,11.219710,
130104,11.301820,
130105,11.412340,
130106,11.535200,
130107,11.601690,
130108,11.625330,
130109,11.669030,
130110,11.793260,
130111,11.831150,
130112,11.906850,
130113,11.888120,
130114,11.933230,
130115,11.968460,
130116,12.008450,
130117,11.888070,
130118,12.169570,
130119,12.192390,
130120,12.219790,
130121,12.486560,
130122,12.507340,
130123,12.515320,
130124,12.502560,
130125,12.606280,
130126,12.663650,
130127,12.759820,
130128,12.884470,
130129,12.915850,
130130,12.863830,
130131,13.035760,
130201,13.016010,
130202,13.292280,
130203,13.343730,
130204,13.489620,
130205,13.580230,
130206,13.745210,
130207,13.880520,
130208,13.999720,
130209,14.047290,
130210,14.319300,
130211,14.467610,
130212,14.495590,
130213,14.558630,
130214,14.593310,
130215,14.679450,
130216,14.821560,
130217,14.921900,
130218,14.979380,
130219,15.046400,
130220,15.070430,
130221,15.169440,
130222,15.338740,
130223,15.345130,
130224,15.475350,
130225,15.656030,
130226,15.710630,
130227,15.679460,
130228,15.819360,
130301,15.896910,
130302,16.008770,
130303,16.205310,
130304,16.364838,
130305,16.479800,
130306,16.535560,
130307,16.769150,
130308,16.786040,
130309,16.923410,
130310,16.988470,
130311,17.110960,
130312,17.183410,
130313,17.364540,
130314,17.439270,
130315,17.398850,
130316,17.487060,
130317,17.622410,
130318,17.846540,
130319,18.313040,
130320,18.032590,
130321,18.390940,
130322,18.590870,
130323,18.646310,
130324,18.838030,
130325,18.976920,
130326,18.754470,
130327,18.984950,
130328,18.920070,
130329,19.240290,
130330,19.478850,
130331,19.590990,
130401,19.747210,
130402,19.606900,
130403,19.582650,
130404,19.767640,
130405,19.650870,
130406,19.943140,
130407,20.003990,
130408,20.007940,
130409,19.968770,
130410,20.006710,
130411,20.035330,
130412,20.147490,
130413,20.229300,
130414,20.187730,
130415,20.157060,
130416,20.354330,
130417,20.317640,
130418,20.379240,
130419,20.454270,
130420,20.547290,
130421,20.651520,
130422,20.674130,
130423,20.658290,
130424,21.060570,
130425,21.146210,
130426,21.190850,
130427,21.138480,
130428,21.251580,
130429,21.112970,
130430,20.874860,
130501,20.807060,
130502,20.822910,
130503,20.692650,
130504,20.636740,
130505,20.643130,
130506,20.668010,
130507,20.559050,
130508,20.385690,
130509,20.561490,
130510,20.459430,
130511,20.417670,
130512,20.404200,
130513,20.271370,
130514,20.262590,
130515,20.220270,
130516,20.071040,
130517,20.274630,
130518,20.151240,
130519,19.987240,
130520,19.778220,
130521,19.758480,
130522,19.585070,
130523,19.764120,
130524,19.426840,
130525,19.542700,
130526,19.508930,
130527,19.494310,
130528,19.466130,
130529,19.532940,
130530,19.381800,
130531,19.881310,
130601,19.724240,
130602,19.702510,
130603,19.646770,
130604,19.631220,
130605,19.601590,
130606,19.577480,
130607,19.385380,
130608,19.587550,
130609,19.619360,
130610,19.678340,
130611,19.682620,
130612,19.687490,
130613,19.735290,
130614,19.816728,
130615,19.909524,
130616,19.953770,
130617,19.907930,
130618,20.122580,
130619,20.069970,
130620,20.223110,
130621,20.472700,
130622,20.538350,
130623,20.588620,
130624,20.613690,
130625,20.621700,
130626,20.659490,
130627,20.676370,
130628,20.682970,
130629,20.756720,
130630,20.883640,
130701,20.876770,
130702,20.871110,
130703,20.884030,
130704,20.989610,
130705,21.115130,
130706,21.006830,
130707,21.114370,
130708,21.110370,
130709,21.232060,
130710,21.341900,
130711,21.374950,
130712,21.526840,
130713,21.616890,
130714,21.701110,
130715,21.669750,
130716,21.619850,
130717,21.715460,
130718,21.754170,
130719,21.730990,
130720,21.766950,
130721,21.842750,
130722,21.987650,
130723,21.937360,
130724,21.910310,
130725,21.876600,
130726,21.886679,
130727,21.912860,
130728,21.949060,
130729,22.019590,
130730,22.032650,
130731,22.167940,
130801,22.075310,
130802,22.146760,
130803,22.193980,
130804,22.176550,
130805,22.227480,
130806,22.317270,
130807,22.498520,
130808,22.499850,
130809,22.568010,
130810,22.602420,
130811,22.782260,
130812,22.788600,
130813,22.805250,
130814,22.897240,
130815,23.010120,
130816,23.048931,
130817,23.072391,
130818,23.106730,
130819,23.182780,
130820,23.263930,
130821,23.289570,
130822,23.324110,
130823,23.250940,
130824,23.233200,
130825,23.315760,
130826,23.293210,
130827,23.208280,
130828,23.113270,
130829,23.108740,
130830,22.894920,
130831,22.786310,
130901,22.699870,
130902,22.670180,
130903,22.399140,
130904,22.368060,
130905,22.316010,
130906,22.314540,
130907,22.035440,
130908,21.912820,
130909,22.060460,
130910,21.944340,
130911,21.815030,
130912,21.757470,
130913,21.522900,
130914,21.523580,
130915,21.437410,
130916,21.290320,
130917,20.943790,
130918,20.804980,
130919,20.606270,
130920,20.492120,
130921,20.398990,
130922,20.330950,
130923,20.211750,
130924,20.183050,
130925,20.143690,
130926,20.119220,
130927,20.106150,
130928,19.966760,
130929,19.866980,
130930,19.675630,
131001,19.601100,
131002,19.415670,
131003,19.308640,
131004,19.277600,
131005,19.220960,
131006,19.163380,
131007,19.205960,
131008,19.256620,
131009,19.012070,
131010,19.019520,
131011,19.026120,
131012,19.074311,
131013,19.117180,
131014,18.889930,
131015,18.867040,
131016,18.680740,
131017,18.571950,
131018,18.482860,
131019,18.375990,
131020,18.261870,
131021,18.188270,
131022,18.111940,
131023,17.777190,
131024,17.951590,
131025,17.851540,
131026,17.621520,
131027,17.525090,
131028,17.382250,
131029,17.295220,
131030,17.149830,
131031,16.971280,
131101,16.867655,
131102,16.788821,
131103,16.711520,
131104,16.628800,
131105,16.545350,
131106,16.795530,
131107,16.518370,
131108,16.527460,
131109,16.513110,
131110,16.540410,
131111,16.532330,
131112,16.501640,
131113,16.498340,
131114,16.624580,
131115,16.559050,
131116,16.499160,
131117,16.437110,
131118,16.503900,
131119,16.443930,
131120,16.403250,
131121,16.306820,
131122,16.244300,
131123,16.186180,
131124,16.157740,
131125,16.043150,
131126,16.044700,
131127,16.071420,
131128,16.030760,
131129,16.042120,
131130,16.004440,
131201,16.005068,
131202,16.006920,
131203,16.009947,
131204,16.014101,
131205,16.019332,
131206,16.025594,
131207,16.032837,
131208,16.041012,
131209,16.050072,
131210,16.059967,
131211,16.070650,
131212,16.082071,
131213,16.094182,
131214,16.106935,
131215,16.120281,
131216,16.134171,
131217,16.148558,
131218,16.163392,
131219,16.178625,
131220,16.194209,
131221,16.210095,
131222,16.226234,
131223,16.242579,
131224,16.259080,
131225,16.275689,
131226,16.292357,
131227,16.309036,
131228,16.325678,
131229,16.342234,
131230,16.358655,
131231,16.374893,
140101,16.390900,
140102,16.409900,
140103,16.392633,
140104,16.360567,
140105,16.343300,
140106,16.465800,
140107,16.596708,
140108,16.671200,
140109,16.621000,
140110,16.623481,
140111,16.630629,
140112,16.642000,
140113,16.709384,
140114,16.770100,
140115,16.769000,
140116,16.917900,
140117,17.048226,
140118,17.165098,
140119,17.245000,
140120,17.284300,
140121,17.316600,
140122,17.450900,
140123,17.476500,
140124,17.600160,
140125,17.789259,
140126,17.887110,
140127,17.817000,
140128,17.983700,
140129,17.949000,
140130,18.023700,
140131,18.132456,
140201,18.249091,
140202,18.303540,
140203,18.112900,
140204,18.180240,
140205,18.174500,
140206,18.228100,
140207,18.270777,
140208,18.309311,
140209,18.353120,
140210,18.410490,
140211,18.414420,
140212,18.418836,
140213,18.426100,
140214,18.492923,
140215,18.606239,
140216,18.666200,
140217,18.529400,
140218,18.727310,
140219,18.792390,
140220,18.815000,
140221,18.837522,
140222,18.860604,
140223,18.878597,
140224,18.885850,
140225,18.885440,
140226,19.025790,
140227,19.059880,
140228,19.074987,
140301,19.085443,
140302,19.089350,
140303,18.922440,
140304,18.918040,
140305,19.045000,
140306,19.076300,
140307,19.121307,
140308,19.180674,
140309,19.258600,
140310,19.390300,
140311,19.418200,
140312,19.485220,
140313,19.541650,
140314,19.541205,
140315,19.540225,
140316,19.539245,
140317,19.538800,
140318,19.763300,
140319,19.726600,
140320,19.667400,
140321,19.686913,
140322,19.736314,
140323,19.801900,
140324,19.914600,
140325,20.008000,
140326,20.022000,
140327,20.050900,
140328,20.091944,
140329,20.143886,
140330,20.206200,
140331,20.291930,
140401,20.081820,
140402,20.051055,
140403,20.026480,
140404,19.952457,
140405,19.844446,
140406,19.750300,
140407,19.694449,
140408,19.631300,
140409,19.471320,
140410,19.323000,
140411,19.274431,
140412,19.244060,
140413,19.217276,
140414,19.179470,
140415,19.117000,
140416,19.108990,
140417,19.085935,
140418,19.044335,
140419,18.989707,
140420,18.927570,
140421,18.839240,
140422,18.849400,
140423,18.805114,
140424,18.718000,
140425,18.577886,
140426,18.407410,
140427,18.324400,
140428,18.386200,
140429,18.133900,
140430,18.092000,
140501,17.989000,
140502,17.890679,
140503,17.796198,
140504,17.711000,
140505,17.639890,
140506,17.496000,
140507,17.344330,
140508,17.213370,
140509,17.124609,
140510,17.053023,
140511,16.998900,
140512,16.963000,
140513,16.858874,
140514,16.768190,
140515,16.753900,
140516,16.683115,
140517,16.557734,
140518,16.441280,
140519,16.358100,
140520,16.164960,
140521,16.134580,
140522,15.918000,
140523,15.875585,
140524,15.854229,
140525,15.822220,
140526,15.756166,
140527,15.651760,
140528,15.454090,
140529,15.423570,
140530,15.410395,
140531,15.401571,
140601,15.383700,
140602,15.284460,
140603,15.254200,
140604,15.274350,
140605,15.168710,
140606,15.075512,
140607,14.986533,
140608,14.885970,
140609,14.757420,
140610,14.612410,
140611,14.236020,
140612,14.216500,
140613,14.178568,
140614,14.115568,
140615,14.021000,
140616,13.787060,
140617,13.521800,
140618,13.346970,
140619,13.161400,
140620,13.053491,
140621,12.972231,
140622,12.940140,
140623,13.070300,
140624,13.038310,
140625,12.893000,
140626,12.834500,
140627,12.741368,
140628,12.625451,
140629,12.516100,
140630,12.425800,
140701,12.374300,
140702,12.308790,
140703,12.220700,
140704,12.087177,
140705,11.941699,
140706,11.873400,
140707,11.888540,
140708,11.831827,
140709,11.687110,
140710,11.492523,
140711,11.286202,
140712,11.106279,
140713,10.990890,
140714,10.937780,
140715,10.836000,
140716,10.652870,
140717,10.531950,
140718,10.487045,
140719,10.458727,
140720,10.425460,
140721,10.375000,
140722,10.081110,
140723,10.019900,
140724,10.063400,
140725,10.048223,
140726,10.012899,
140727,9.972740,
140728,9.915937,
140729,9.877870,
140730,9.932460,
140731,9.819490,
140801,9.796436,
140802,9.785178,
140803,9.763600,
140804,9.679670,
140805,9.692480,
140806,9.668860,
140807,9.603630,
140808,9.591705,
140809,9.585983,
140810,9.575740,
140811,9.542180,
140812,9.474100,
140813,9.413400,
140814,9.417508,
140815,9.427304,
140816,9.438996,
140817,9.448792,
140818,9.452900,
140819,9.357200,
140820,9.390120,
140821,9.261740,
140822,9.215864,
140823,9.187664,
140824,9.147210,
140825,9.061000,
140826,9.040610,
140827,8.890390,
140828,8.820000,
140829,8.864258,
140830,8.946452,
140831,8.990710,
140901,8.760250,
140902,8.745470,
140903,8.658520,
140904,8.625520,
140905,8.618163,
140906,8.613799,
140907,8.612360,
140908,8.722800,
140909,8.726000,
140910,8.765990,
140911,8.805962,
140912,8.845732,
140913,8.893724,
140914,8.958360,
140915,9.081280,
140916,9.128760,
140917,9.142790,
140918,8.983300,
140919,8.906245,
140920,8.851541,
140921,8.830740,
140922,8.881500,
140923,8.866600,
140924,8.799960,
140925,8.720350,
140926,8.680620,
140927,8.651840,
140928,8.622622,
140929,8.581580,
140930,8.518647,
141001,8.433433,
141002,8.329062,
141003,8.208659,
141004,8.075351,
141005,7.932263,
141006,7.782520,
141007,7.592700,
141008,7.475900,
141009,7.404900,
141010,7.348627,
141011,7.300844,
141012,7.255314,
141013,7.205800,
141014,7.139139,
141015,7.099270,
141016,7.250693,
141017,7.531907,
141018,7.683330,
141019,7.683274,
141020,7.683064,
141021,7.682633,
141022,7.681916,
141023,7.680849,
141024,7.679366,
141025,7.677401,
141026,7.674890,
141027,7.555850,
141028,7.634133,
141029,7.805512,
141030,7.974780,
141031,8.117718,
141101,8.258640,
141102,8.375140,
141103,8.465417,
141104,8.544384,
141105,8.614710,
141106,8.679062,
141107,8.740111,
141108,8.800522,
141109,8.862965,
141110,8.930109,
141111,9.004620,
141112,9.090180,
141113,9.196500,
141114,9.318006,
141115,9.450554,
141116,9.593660,
141117,9.755730,
141118,9.710070,
141119,10.014090,
141120,10.120315,
141121,10.187011,
141122,10.240744,
141123,10.308080,
141124,10.401932,
141125,10.493200,
141126,10.562393,
141127,10.627470,
141128,10.714893,
141129,10.804343,
141130,10.845370,
141201,10.807070,
141202,10.972010,
141203,11.117650,
141204,11.091300,
141205,11.127494,
141206,11.214414,
141207,11.319570,
141208,11.458750,
141209,11.582060,
141210,11.693838,
141211,11.800263,
141212,11.907517,
141213,12.021781,
141214,12.149235,
141215,12.296060,
141216,12.493140,
141217,12.602880,
141218,12.792790,
141219,12.914023,
141220,13.009093,
141221,13.075030,
141222,13.112860,
141223,13.247720,
141224,13.349551,
141225,13.446600,
141226,13.584969,
141227,13.729985,
141228,13.797110,
141229,13.722900,
141230,13.810790,
141231,13.970700,
150101,13.977460,
150102,14.031061,
150103,14.143609,
150104,14.274400,
150105,14.382726,
150106,14.427880,
150107,14.252440,
150108,14.399320,
150109,14.478341,
150110,14.536998,
150111,14.613900,
150112,14.749990,
150113,14.741195,
150114,14.732400,
150115,14.907090,
150116,15.000046,
150117,15.067118,
150118,15.127186,
150119,15.199130,
150120,15.292860,
150121,15.338420,
150122,15.412239,
150123,15.511764,
150124,15.634021,
150125,15.776037,
150126,15.934840,
150127,16.156540,
150128,16.271880,
150129,16.385930,
150130,16.456454,
150131,16.513551,
150201,16.598030,
150202,16.789090,
150203,16.815390,
150204,16.970383,
150205,17.176500,
150206,17.300684,
150207,17.401625,
150208,17.505854,
150209,17.639900,
150210,17.847910,
150211,18.012340,
150212,18.164106,
150213,18.310822,
150214,18.443212,
150215,18.552000,
150216,18.630070,
150217,18.637140,
150218,18.989640,
150219,19.049760,
150220,19.174970,
150221,19.345606,
150222,19.493840,
150223,19.592300,
150224,19.696740,
150225,19.808300,
150226,19.992230,
150227,20.198107,
150228,20.415032,
150301,20.624720,
150302,20.817600,
150303,20.981120,
150304,21.211230,
150305,21.441742,
150306,21.673897,
150307,21.888531,
150308,22.066480,
150309,22.195350,
150310,22.455290,
150311,22.623900,
150312,22.868210,
150313,23.122481,
150314,23.374015,
150315,23.579770,
150316,23.719410,
150317,23.862770,
150318,24.114520,
150319,24.205610,
150320,24.340473,
150321,24.509863,
150322,24.695942,
150323,24.880870,
150324,25.066300,
150325,25.256240,
150326,25.290880,
150327,25.388516,
150328,25.543214,
150329,25.698360,
150330,25.835340,
150331,26.103800,
150401,26.274358,
150402,26.407735,
150403,26.521094,
150404,26.631599,
150405,26.756413,
150406,26.912700,
150407,27.133760,
150408,27.508000,
150409,27.607000,
150410,27.749350,
150411,27.919148,
150412,28.082610,
150413,28.222282,
150414,28.365820,
150415,28.537270,
150416,28.903060,
150417,29.035217,
150418,29.117057,
150419,29.228270,
150420,29.443100,
150421,29.464040,
150422,29.490934,
150423,29.520510,
150424,29.549347,
150425,29.578821,
150426,29.610440,
150427,29.649487,
150428,29.693918,
150429,29.734249,
150430,29.761000,
150501,29.772623,
150502,29.778800,
150503,29.786889,
150504,29.804250,
150505,29.957810,
150506,29.778540,
150507,29.955500,
150508,29.952862,
150509,29.944313,
150510,29.928900,
150511,29.816610,
150512,29.805850,
150513,29.821000,
150514,29.889000,
150515,29.933569,
150516,29.968546,
150517,29.982700,
150518,29.964000,
150519,30.013200,
150520,30.041400,
150521,30.069420,
150522,30.045745,
150523,29.993660,
150524,29.941575,
150525,29.917900,
150526,29.943000,
150527,29.930000,
150528,29.902700,
150529,29.849735,
150530,29.778653,
150531,29.714000,
150601,29.666000,
150602,29.630300,
150603,29.682000,
150604,29.757790,
150605,29.756677,
150606,29.753166,
150607,29.747000,
150608,29.710750,
150609,29.720420,
150610,29.629150,
150611,29.836000,
150612,29.853196,
150613,29.862320,
150614,29.865000,
150615,29.741010,
150616,29.792000,
150617,29.717000,
150618,29.733000,
150619,29.740904,
150620,29.746601,
150621,29.756720,
150622,29.793000,
150623,29.666700,
150624,29.836260,
150625,29.994990,
150626,30.061990,
150627,30.106909,
150628,30.142140,
150629,30.170630,
150630,30.454700,
150701,30.493290,
150702,30.592550,
150703,30.568746,
150704,30.521086,
150705,30.485200,
150706,30.471800,
150707,30.493000,
150708,30.457150,
150709,30.388700,
150710,30.383692,
150711,30.381056,
150712,30.380290,
150713,30.428900,
150714,30.421000,
150715,30.356600,
150716,30.222100,
150717,30.216308,
150718,30.213337,
150719,30.212500,
150720,30.285130,
150721,30.304970,
150722,30.226700,
150723,30.271600,
150724,30.259218,
150725,30.236222,
150726,30.223840,
150727,30.226670,
150728,30.218260,
150729,30.236330,
150730,30.319000,
150731,30.355564,
150801,30.380254,
150802,30.416500,
150803,30.497000,
150804,30.508000,
150805,30.431740,
150806,30.253020,
150807,30.163232,
150808,30.098725,
150809,30.074000,
150810,30.400430,
150811,30.289300,
150812,30.232100,
150813,30.307000,
150814,30.327631,
150815,30.338475,
150816,30.364300,
150817,30.624700,
150818,30.491720,
150819,30.438500,
150820,30.433000,
150821,30.485578,
150822,30.583222,
150823,30.635800,
150824,30.471400,
150825,30.246700,
150826,30.239020,
150827,30.129620,
150828,29.971032,
150829,29.791806,
150830,29.662000,
150831,29.611984,
150901,29.546550,
150902,29.077000,
150903,28.847000,
150904,28.539189,
150905,28.180646,
150906,27.883380,
150907,27.759400,
150908,27.782280,
150909,27.608140,
150910,27.323860,
150911,27.188932,
150912,27.094738,
150913,26.969000,
150914,26.737150,
150915,26.676500,
150916,26.520830,
150917,26.273440,
150918,26.246892,
150919,26.234641,
150920,26.218700,
150921,26.188340,
150922,26.109300,
150923,26.155500,
150924,26.177277,
150925,26.192675,
150926,26.205361,
150927,26.219000,
150928,26.234000,
150929,26.037000,
150930,25.945370,
151001,25.871816,
151002,25.806850,
151003,25.743822,
151004,25.676080,
151005,25.600000,
151006,25.523000,
151007,25.431179,
151008,25.352400,
151009,25.309725,
151010,25.277668,
151011,25.237000,
151012,25.169400,
151013,25.100000,
151014,24.893300,
151015,24.885850,
151016,24.840927,
151017,24.754977,
151018,24.665500,
151019,24.582490,
151020,24.418300,
151021,24.452450,
151022,24.486600,
151023,24.320400,
151024,24.000067,
151025,23.793000,
151026,23.752800,
151027,23.710400,
151028,23.689000,
151029,23.816580,
151030,23.912421,
151031,24.003812,
151101,24.081075,
151102,24.134531,
151103,24.154500,
151104,24.088000,
151105,24.440000,
151106,24.486353,
151107,24.507454,
151108,24.542000,
151109,24.636000,
151110,24.704338,
151111,24.763850,
151112,24.838840,
151113,24.968586,
151114,25.142653,
151115,25.310778,
151116,25.422700,
151117,25.472000,
151118,25.497000,
151119,25.644000,
151120,25.733261,
151121,25.804736,
151122,25.910300,
151123,26.148000,
151124,26.079375,
151125,26.010750,
151126,26.408000,
151127,26.565782,
151128,26.667832,
151129,26.789800,
151130,26.978600,
151201,26.644800,
151202,26.778800,
151203,26.909800,
151204,27.210423,
151205,27.649108,
151206,28.049439,
151207,28.235000,
151208,28.246900,
151209,28.286460,
151210,28.428108,
151211,28.677318,
151212,28.946734,
151213,29.149000,
151214,29.262000,
151215,29.378000,
151216,29.564700,
151217,29.697400,
151218,29.786032,
151219,29.857073,
151220,29.910930,
151221,29.947000,
151222,30.039000,
151223,30.160187,
151224,30.303542,
151225,30.453863,
151226,30.595943,
151227,30.714580,
151228,30.802630,
151229,30.969240,
151230,30.959260,
151231,31.049720,
160101,31.026410,
160102,30.983120,
160103,30.959810,
160104,31.000100,
160105,31.352700,
160106,31.402320,
160107,31.543000,
160108,31.715722,
160109,31.901954,
160110,32.061200,
160111,32.174490,
160112,32.248540,
160113,32.448900,
160114,32.692314,
160115,32.963477,
160116,33.217877,
160117,33.411000,
160118,33.528420,
160119,33.616000,
160120,33.698700,
160121,33.831390,
160122,33.938286,
160123,34.028822,
160124,34.067000,
160125,34.003195,
160126,33.939390,
160127,34.231000,
160128,34.283400,
160129,34.430998,
160130,34.629919,
160131,34.729670,
160201,34.637200,
160202,34.619560,
160203,34.877400,
160204,34.934090,
160205,35.049702,
160206,35.211380,
160207,35.358773,
160208,35.431530,
160209,35.441200,
160210,35.580027,
160211,35.753000,
160212,35.818734,
160213,35.865095,
160214,35.920440,
160215,36.025612,
160216,36.096140,
160217,36.018000,
160218,36.031700,
160219,36.065818,
160220,36.116798,
160221,36.165350,
160222,36.204000,
160223,36.138000,
160224,36.180700,
160225,36.037300,
160226,36.084148,
160227,36.171152,
160228,36.218000,
160229,36.157000,
160301,36.246900,
160302,36.327700,
160303,36.285540,
160304,36.353848,
160305,36.507490,
160306,36.669540,
160307,36.820800,
160308,37.128000,
160309,37.087300,
160310,37.182380,
160311,37.298778,
160312,37.431014,
160313,37.575800,
160314,37.742900,
160315,37.918300,
160316,37.930070,
160317,38.065000,
160318,38.087988,
160319,38.098980,
160320,38.117290,
160321,38.168930,
160322,38.207380,
160323,38.283741,
160324,38.396677,
160325,38.526325,
160326,38.652821,
160327,38.756300,
160328,38.831060,
160329,39.036000,
160330,38.975400,
160331,38.874730,
160401,38.916885,
160402,39.006571,
160403,39.088620,
160404,39.142300,
160405,39.099800,
160406,39.021000,
160407,38.985290,
160408,38.924569,
160409,38.841786,
160410,38.747000,
160411,38.630740,
160412,38.506000,
160413,38.391358,
160414,38.288047,
160415,38.185160,
160416,38.071793,
160417,37.937042,
160418,37.770000,
160419,37.425060,
160420,37.173530,
160421,37.228000,
160422,37.110063,
160423,36.891037,
160424,36.773100,
160425,36.785000,
160426,36.337060,
160427,36.174500,
160428,35.917100,
160429,35.537661,
160430,35.128736,
160501,34.937500,
160502,35.138290,
160503,34.933500,
160504,34.747800,
160505,34.600800,
160506,34.474816,
160507,34.359301,
160508,34.249100,
160509,34.144900,
160510,34.018900,
160511,34.216000,
160512,33.926680,
160513,33.753833,
160514,33.622246,
160515,33.549900,
160516,33.525500,
160517,33.169300,
160518,32.979000,
160519,32.759180,
160520,32.772929,
160521,32.798461,
160522,32.812210,
160523,32.791720,
160524,32.712510,
160525,32.681320,
160526,32.677160,
160527,32.680800,
160528,32.687560,
160529,32.691200,
160530,32.635270,
160531,32.648680,
160601,32.531260,
160602,32.485290,
160603,32.431528,
160604,32.368655,
160605,32.286110,
160606,32.145600,
160607,31.888000,
160608,31.643710,
160609,31.633620,
160610,31.635177,
160611,31.640588,
160612,31.650960,
160613,31.815500,
160614,31.849500,
160615,31.810480,
160616,31.714660,
160617,31.668470,
160618,31.636019,
160619,31.607700,
160620,31.581500,
160621,31.612840,
160622,31.399740,
160623,31.352510,
160624,31.305080,
160625,31.256205,
160626,31.200000,
160627,31.126870,
160628,31.075100,
160629,31.102004,
160630,31.169266,
160701,31.256705,
160702,31.344144,
160703,31.411406,
160704,31.438310,
160705,31.431500,
160706,31.419425,
160707,31.411330,
160708,31.453973,
160709,31.533167,
160710,31.575810,
160711,31.498100,
160712,31.435700,
160713,31.169730,
160714,31.231200,
160715,31.247721,
160716,31.256893,
160717,31.269860,
160718,31.297000,
160719,31.395600,
160720,31.443000,
160721,31.424400,
160722,31.399889,
160723,31.365552,
160724,31.309100,
160725,30.998648,
160726,30.724000,
160727,30.756200,
160728,30.788400,
160729,30.698432,
160730,30.510598,
160731,30.348000,
160801,30.256000,
160802,30.271000,
160803,30.293000,
160804,30.318000,
160805,30.410022,
160806,30.565186,
160807,30.711257,
160808,30.776000,
160809,30.650000,
160810,30.542000,
160811,30.818240,
160812,30.774176,
160813,30.670206,
160814,30.548660,
160815,30.451870,
160816,30.391000,
160817,30.235900,
160818,29.997600,
160819,29.774468,
160820,29.563264,
160821,29.380820,
160822,29.239540,
160823,29.036100,
160824,28.945190,
160825,28.871060,
160826,28.781610,
160827,28.685620,
160828,28.572700,
160829,28.420000,
160830,28.286700,
160831,28.423750,
160901,28.312070,
160902,28.262221,
160903,28.228404,
160904,28.177220,
160905,28.056060,
160906,27.942680,
160907,27.816900,
160908,27.636199,
160909,27.412095,
160910,27.161070,
160911,26.899610,
160912,26.601905,
160913,26.279029,
160914,26.002790,
160915,25.806600,
160916,25.568570,
160917,25.387450,
160918,25.259490,
160919,25.118870,
160920,24.796750,
160921,24.560550,
160922,24.444200,
160923,24.272000,
160924,24.101900,
160925,24.024600,
160926,23.743000,
160927,23.482660,
160928,23.223540,
160929,23.305000,
160930,22.782610,
161001,22.736200,
161002,22.611400,
161003,22.262270,
161004,21.905900,
161005,21.771800,
161006,21.643050,
161007,21.430000,
161008,21.326070,
161009,21.334640,
161010,21.065200,
161011,20.935950,
161012,20.714870,
161013,20.754300,
161014,20.427080,
161015,20.371700,
161016,20.316500,
161017,20.105330,
161018,19.995540,
161019,19.822600,
161020,19.718720,
161021,19.356000,
161022,19.502810,
161023,19.445020,
161024,19.340400,
161025,19.257040,
161026,19.061000,
161027,19.059360,
161028,18.958710,
161029,18.842640,
161030,18.915410,
161031,18.971500,
161101,19.118680,
161102,19.127200,
161103,19.126600,
161104,19.175400,
161105,19.110200,
161106,19.056610,
161107,19.136770,
161108,18.977300,
161109,18.908950,
161110,18.807000,
161111,18.702300,
161112,18.747500,
161113,18.641300,
161114,18.656890,
161115,18.666220,
161116,18.753300,
161117,18.890920,
161118,18.756700,
161119,18.932640,
161120,19.038910,
161121,19.125000,
161122,19.158400,
