"yyyymmdd","NR: DemandMet","NR: PeakShortage","NR: EnergyMet","NR: HydroGen","NR: WindGen","NR: SolarGen","NR: EnergyShortage","NR: MaximumDemand","WR: DemandMet","WR: PeakShortage","WR: EnergyMet","WR: HydroGen","WR: WindGen","WR: SolarGen","WR: EnergyShortage","WR: MaximumDemand","SR: DemandMet","SR: PeakShortage","SR: EnergyMet","SR: HydroGen","SR: WindGen","SR: SolarGen","SR: EnergyShortage","SR: MaximumDemand","ER: DemandMet","ER: PeakShortage","ER: EnergyMet","ER: HydroGen","ER: WindGen","ER: SolarGen","ER: EnergyShortage","ER: MaximumDemand","NER: DemandMet","NER: PeakShortage","NER: EnergyMet","NER: HydroGen","NER: WindGen","NER: SolarGen","NER: EnergyShortage","NER: MaximumDemand","India: DemandMet","India: PeakShortage","India: EnergyMet","India: HydroGen","India: WindGen","India: SolarGen","India: EnergyShortage","India: MaximumDemand","NR: Thermal","NR: Coal","NR: Lignite","NR: Hydro","NR: Nuclear","NR: Gas","NR: RES","NR: Total","WR: Thermal","WR: Coal","WR: Lignite","WR: Hydro","WR: Nuclear","WR: Gas","WR: RES","WR: Total","SR: Thermal","SR: Coal","SR: Lignite","SR: Hydro","SR: Nuclear","SR: Gas","SR: RES","SR: Total","ER: Thermal","ER: Coal","ER: Lignite","ER: Hydro","ER: Nuclear","ER: Gas","ER: RES","ER: Total","NER: Thermal","NER: Coal","NER: Lignite","NER: Hydro","NER: Nuclear","NER: Gas","NER: RES","NER: Total","India: Thermal","India: Coal","India: Lignite","India: Hydro","India: Nuclear","India: Gas","India: RES","India: Total","Punjab: EnergyMet","Haryana: EnergyMet","Rajasthan: EnergyMet","Delhi: EnergyMet","UP: EnergyMet","Uttarakhand: EnergyMet","HP: EnergyMet","J&K(UT) & Ladakh(UT): EnergyMet","Chandigarh: EnergyMet","Chhattisgarh: EnergyMet","Gujarat: EnergyMet","MP: EnergyMet","Maharashtra: EnergyMet","Goa: EnergyMet","DD: EnergyMet","DNH: EnergyMet","Essar steel: EnergyMet","Andhra Pradesh: EnergyMet","Karnataka: EnergyMet","Kerala: EnergyMet","Tamil Nadu: EnergyMet","Puducherry: EnergyMet","Bihar: EnergyMet","DVC: EnergyMet","Jharkhand: EnergyMet","Odisha: EnergyMet","West Bengal: EnergyMet","Sikkim: EnergyMet","Arunachal Pradesh: EnergyMet","Assam: EnergyMet","Manipur: EnergyMet","Meghalaya: EnergyMet","Mizoram: EnergyMet","Nagaland: EnergyMet","Tripura: EnergyMet","Telangana: EnergyMet","AMNSIL: EnergyMet","DNHDDPDCL: EnergyMet","BALCO: EnergyMet","Railways_NR ISTS: EnergyMet","Railways_ER ISTS: EnergyMet","RIL JAMNAGAR: EnergyMet"
20150805,45011,3033,1025,330,14,,,,36888,356,821,57,94,,,,34393,300,787,71,101,,,,16462,0,348,80,,,,,2216,208,40,20,,,,,134970,3897,3020,558,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.800000,173.500000,164.100000,103.900000,268.500000,37.300000,24.700000,34.500000,6,70.500000,240.400000,127.200000,345.100000,7.800000,6.600000,15.900000,7.100000,140.500000,173.500000,60.100000,263.600000,6.500000,64.200000,57.100000,21.700000,69,134.700000,1.200000,1.100000,25.700000,1.900000,4.600000,1.200000,1.900000,3.100000,142.800000,0,0,0,0,0,0
20150806,45834,2752,1048,364,11,,,,37462,441,840,63,82,,,,35138,500,796,68,97,,,,17252,0,357,75,,,,,2096,304,42,20,,,,,137782,3997,3083,590,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218,172,171.700000,101.800000,283.100000,36.500000,25,34,6,73.600000,251.500000,132.200000,347.100000,8.200000,6.500000,15.800000,5.100000,138.500000,167.400000,60.800000,278.400000,6.500000,63.800000,57.200000,23.500000,70.800000,140.700000,1.300000,1,27.400000,2.100000,4.500000,1.200000,2.100000,3.300000,144.600000,0,0,0,0,0,0
20150807,45341,3135,1033,367,17,,,,39378,161,875,60,55,,,,35296,510,812,76,102,,,,17268,200,361,64,,,,,2160,195,40,22,,,,,139443,4201,3121,589,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.600000,166.100000,179.100000,102.500000,280.300000,35.600000,25.900000,33.500000,5.600000,77.500000,262.400000,138.100000,360.200000,8.400000,6.700000,15.800000,6,134.300000,174.800000,61.800000,283.800000,7,65.100000,58.400000,23.400000,69.700000,143,1.200000,1.100000,26.100000,1.600000,4.800000,1.200000,1.600000,3.600000,150.100000,0,0,0,0,0,0
20150808,43946,2723,1004,363,18,,,,39692,474,900,58,41,,,,35013,300,819,76,113,,,,16723,270,365,82,,,,,2167,241,40,22,,,,,137541,4008,3128,602,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.600000,154.300000,184.800000,93.100000,277.700000,33.300000,25.500000,33.400000,4.900000,78.900000,271.100000,138.200000,370.400000,8.800000,6.600000,16,9.600000,137.400000,174.300000,61.300000,288,7,64.800000,58.700000,23.500000,71.200000,146.200000,1.100000,1.300000,26.100000,2.100000,4.200000,1.200000,1.800000,3.100000,150.700000,0,0,0,0,0,0
20150809,41506,2876,960,334,14,,,,38449,332,887,63,29,,,,32588,300,778,58,104,,,,16830,75,361,84,,,,,2120,255,39,21,,,,,131493,3838,3025,559,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.900000,143.600000,183.100000,85.600000,272.100000,33.500000,21.900000,31.800000,4.600000,79.500000,270.100000,137.200000,362.600000,7.300000,6.300000,15.600000,8.200000,141,166.600000,55.500000,270.800000,6.700000,64.800000,57.800000,22.600000,75.900000,139.100000,0.800000,1.100000,25.700000,1.900000,4.200000,1.200000,1.700000,3,137.800000,0,0,0,0,0,0
20150810,43872,3563,991,330,9,,,,40501,569,923,75,23,,,,33686,1173,809,90,110,,,,16914,550,373,88,,,,,2107,270,41,22,,,,,137080,6125,3136,605,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.300000,151.800000,184.700000,96.300000,270.300000,34,24.300000,33.400000,5.500000,77.800000,285.400000,139.700000,381.700000,8.100000,6.300000,16,7.800000,142,171,59.800000,286.500000,6.800000,61.100000,56.200000,23,77.200000,154.600000,1,1.400000,26.300000,2.100000,4.600000,1.200000,1.700000,3.600000,142.400000,0,0,0,0,0,0
20150811,43289,2679,1003,368,2,,,,40849,156,918,72,19,,,,33094,1309,803,94,116,,,,17670,466,371,84,,,,,2148,258,41,21,,,,,137050,4868,3136,639,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205,149.800000,183.800000,97.500000,266.500000,34.700000,25.400000,34.800000,5.400000,75.500000,288.100000,136.100000,379.400000,8.100000,6.600000,16,8.700000,142.100000,166.200000,59.900000,288.700000,6.800000,59.500000,58.800000,23.200000,75.700000,152.700000,1.300000,1,27.100000,2.100000,4.300000,1.200000,1.700000,3.600000,139.600000,0,0,0,0,0,0
20150812,43525,3800,995,363,2,,,,40306,323,903,75,26,,,,32080,1959,794,104,112,,,,17363,0,371,82,,,,,2192,251,39,21,,,,,135466,6333,3102,644,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.800000,150.400000,167.200000,100.800000,272.500000,34.900000,26.400000,33.500000,5.400000,75.500000,278.500000,140,370.800000,8.200000,6.600000,16.200000,7.500000,137,161.700000,61.400000,291.700000,6.400000,64,58.900000,22.100000,75.700000,152.700000,1,1.100000,25.400000,2.100000,4.100000,1.300000,1.300000,3.700000,135.300000,0,0,0,0,0,0
20150813,44607,3005,1021,380,6,,,,39315,455,891,93,35,,,,33092,1876,795,95,98,,,,17718,0,376,81,,,,,2128,282,42,22,,,,,136860,5618,3125,670,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.500000,159.600000,167,103,279.500000,35.700000,25.900000,34.100000,5.700000,75,271.400000,136.900000,370.100000,7.800000,6.600000,16.200000,7.100000,138.100000,161.900000,61.600000,293,7,65.300000,60.900000,23,79.500000,146.500000,1.100000,1.100000,27.500000,2.200000,4.800000,1.200000,1.700000,3.400000,133.400000,0,0,0,0,0,0
20150814,44568,3309,1027,371,4,,,,38857,484,882,99,33,,,,33416,1825,809,99,96,,,,17304,211,374,75,,,,,2134,293,41,21,,,,,136279,6122,3133,665,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.800000,157.500000,164.600000,104.100000,286.700000,36.600000,25.300000,35.300000,5.600000,76.400000,265.900000,135.200000,366.600000,8,6.700000,15.600000,7.200000,139.500000,159.900000,62.200000,298.600000,7,65.600000,60.900000,24,72.500000,150.100000,1.100000,1.100000,27.300000,2.200000,4.500000,1.200000,1.700000,3.300000,141.800000,0,0,0,0,0,0
20150815,39837,1364,945,369,6,,,,35062,254,818,97,39,,,,32647,800,778,90,82,,,,16690,9,358,73,,,,,2131,144,39,21,,,,,126367,2571,2938,649,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.300000,139.600000,149.400000,84.200000,276.100000,33.100000,21.700000,35.700000,4.900000,78,247.300000,126.900000,335.400000,6.900000,4.200000,12.500000,6.800000,144,159.800000,58.800000,272.400000,5.800000,65,59.800000,24.800000,73.700000,132.900000,1.700000,1.600000,24.800000,2.300000,4.400000,1.200000,1.800000,3.100000,136.700000,0,0,0,0,0,0
20150816,40508,2611,901,371,7,,,,36875,239,838,58,42,,,,30914,500,743,96,35,,,,16487,150,347,71,,,,,2138,179,38,23,,,,,126922,3679,2867,618,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.100000,136.600000,137,82.400000,259.700000,32.300000,23.400000,34.100000,4.900000,78.200000,249.600000,124,352.500000,6.900000,5.300000,14.300000,7.200000,136.200000,159.500000,56.900000,249.500000,5.500000,62.400000,58.400000,22.600000,73.300000,129.400000,1,1.800000,23.800000,2.200000,4.400000,1.100000,1.700000,3,135.400000,0,0,0,0,0,0
20150817,43486,2314,980,388,15,,,,39798,284,886,99,36,,,,32581,1758,767,113,12,,,,17496,0,352,69,,,,,2098,307,40,24,,,,,135459,4663,3024,693,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.800000,146.800000,154.200000,101.200000,267.400000,36.700000,24.500000,35.100000,6,73.100000,264.400000,130,381.600000,8.300000,6.600000,15.800000,6.100000,136.200000,155.600000,62.100000,263.100000,7,60.900000,46.200000,23.500000,76.300000,144,1.200000,1.700000,18.300000,2.200000,4.300000,1.200000,1.800000,3.900000,142.900000,0,0,0,0,0,0
20150818,42861,2062,993,389,23,,,,40318,430,912,99,30,,,,31644,2652,784,108,9,,,,17453,468,351,70,,,,,2148,231,38,27,,,,,134424,5843,3078,692,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.200000,147.200000,167,99.200000,269.800000,37.900000,26.300000,35.700000,6.100000,77.100000,272.500000,130,395.200000,8.700000,6.600000,16,5.700000,141.700000,154.500000,61.300000,277,6.700000,60.100000,56.800000,22.600000,70.700000,139.300000,1.200000,1.400000,23.700000,2.400000,4.100000,1.200000,1.800000,3.600000,142.900000,0,0,0,0,0,0
20150819,44018,2650,990,325,26,,,,40517,326,923,97,38,,,,31967,1700,788,103,18,,,,17975,450,354,76,,,,,2071,285,39,28,,,,,136548,5411,3094,628,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197,153.700000,172.700000,99.500000,263.300000,37.500000,25,35.200000,6,79,275.900000,133.200000,397.200000,8.700000,6.600000,16.300000,6.100000,146.100000,150.300000,62,280,6.900000,58.500000,57.700000,23.100000,74.300000,139.500000,1.100000,1.300000,24.600000,2.300000,4.300000,1.100000,1.400000,3.800000,143.100000,0,0,0,0,0,0
20150820,44657,2718,1012,370,29,,,,40706,380,933,93,59,,,,32253,2319,791,102,41,,,,17798,168,359,76,,,,,2058,297,36,27,,,,,137472,5882,3131,668,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.800000,161.100000,176.900000,104.200000,276.500000,37.600000,13.200000,34.600000,6,80.700000,280.200000,139.100000,396.200000,8.600000,6.600000,16.100000,6,143.200000,152.300000,64.800000,286.300000,7.200000,59.100000,59,21.900000,74.700000,143.400000,1.100000,1.500000,22.700000,1.900000,4.100000,1.300000,1.500000,2.500000,136.800000,0,0,0,0,0,0
20150821,43903,2756,1033,368,27,,,,41086,197,947,92,74,,,,32712,1500,769,91,54,,,,17437,200,360,80,,,,,2146,283,37,27,,,,,137284,4936,3146,658,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.800000,159.100000,186.500000,102.100000,285.500000,36.800000,26.400000,33.400000,5.600000,82.800000,286.400000,143.900000,396.600000,8.400000,6.700000,16.100000,6.100000,129.900000,152.100000,64.500000,273.900000,7.100000,58.800000,59.900000,22.200000,75.200000,142.900000,1.300000,1.400000,22.700000,2.200000,4.200000,1.200000,1.700000,3.500000,141,0,0,0,0,0,0
20150822,43851,2146,1011,369,25,,,,41427,213,948,89,75,,,,32565,1200,743,78,58,,,,17370,358,355,76,,,,,2208,200,40,28,,,,,137422,4117,3097,640,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.400000,159.600000,193.400000,97.300000,284.300000,37.700000,25.600000,33.400000,5,81.800000,291.200000,146,392.900000,8.200000,6.700000,16.100000,5,127.100000,147.900000,62.700000,262.100000,6.200000,59.500000,60.500000,23.300000,70.700000,140,1.500000,1.300000,26,2.300000,4.600000,1.200000,1.600000,3.400000,137.300000,0,0,0,0,0,0
20150823,42467,1781,981,355,24,,,,39827,234,940,73,81,,,,31454,450,715,58,61,,,,16991,226,354,75,,,,,2169,158,39,28,,,,,132908,2849,3029,589,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.800000,156.300000,193.900000,91.400000,270.100000,35.500000,24.700000,35.200000,4.800000,83.900000,284.600000,148.400000,389.200000,6.900000,6.300000,16.100000,4.900000,129.200000,147.600000,58.100000,236.400000,5.600000,60.800000,60.200000,22.800000,72.100000,137,1.200000,1.800000,23.600000,2.200000,4.400000,1.100000,1.700000,3.700000,137.600000,0,0,0,0,0,0
20150824,44930,2769,1010,343,20,,,,42367,811,980,78,74,,,,33812,800,762,84,75,,,,17078,300,366,76,,,,,2194,252,40,29,,,,,140381,4932,3158,610,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.400000,160.700000,203,99.400000,270.700000,37.200000,25.100000,32.400000,5.600000,84.500000,296.800000,153.600000,408.800000,8.300000,6.600000,16.300000,4.700000,132.100000,157.600000,63.200000,259.100000,6.200000,64.600000,60.100000,23.100000,67.800000,149.400000,1.100000,1.900000,25.100000,2.100000,4.300000,1.100000,1.700000,4,143.300000,0,0,0,0,0,0
20150825,47176,2891,1061,336,19,,,,42856,414,988,79,65,,,,33277,100,794,88,83,,,,17724,150,364,75,,,,,2200,313,42,29,,,,,143233,3868,3249,606,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.400000,170.300000,207.500000,106.600000,280.900000,37,25.900000,35.600000,5.800000,83.900000,302,159.900000,407.300000,8.500000,6.800000,15.600000,4.300000,138.700000,161.800000,65.500000,277.100000,6.600000,65.300000,60.700000,23.800000,64,149,1.100000,1.500000,26.200000,2.300000,4.800000,1.100000,1.800000,3.600000,144.700000,0,0,0,0,0,0
20150826,48158,2806,1096,339,23,,,,41693,287,989,62,53,,,,32918,938,801,93,79,,,,17684,410,362,75,,,,,2170,280,42,29,,,,,142624,4721,3290,597,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.900000,175.800000,216.700000,107.800000,289.400000,37.800000,26.700000,35.700000,6.100000,80.700000,294.300000,166.200000,410.300000,8.500000,6.700000,16.300000,6,140.200000,159.200000,64.400000,280.700000,6.800000,62.200000,57.200000,22.900000,64.700000,153.800000,1.400000,1.500000,27.400000,2.200000,4.600000,1.100000,1.500000,3.300000,149.200000,0,0,0,0,0,0
20150827,48540,2857,1094,334,13,,,,43024,172,995,57,41,,,,33133,1000,790,81,81,,,,17756,350,370,74,,,,,2208,243,40,29,,,,,144661,4622,3289,575,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.500000,181.300000,216.300000,110,282.400000,36.800000,26.400000,34.100000,6.400000,71.800000,308.600000,164.900000,411.700000,8.700000,6.700000,16.300000,6,137.800000,155.100000,60.900000,279.300000,6.700000,63.800000,58.600000,23.500000,70.800000,152.200000,1.200000,1.800000,25.300000,2.300000,4.700000,1.200000,1.300000,3.800000,150.500000,0,0,0,0,0,0
20150828,49303,1976,1120,335,5,,,,41827,173,995,50,31,,,,32243,1000,788,69,89,,,,17668,200,375,79,,,,,2227,215,41,28,,,,,143268,3564,3320,561,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.800000,181.200000,222.800000,114.600000,286.800000,36.900000,25.500000,35.600000,6,75.500000,319.600000,166,396.800000,8.400000,6.800000,16.200000,5.700000,136.300000,161.900000,55.500000,282.400000,6.700000,65.100000,57.900000,24.700000,81.600000,145.100000,1.100000,1.600000,25.600000,2.100000,5.200000,1.200000,1.700000,3.700000,144.700000,0,0,0,0,0,0
20150829,46529,2784,1101,330,13,,,,37672,196,928,40,32,,,,32204,1000,783,68,84,,,,17534,100,376,88,,,,,2180,271,40,28,,,,,136119,4351,3228,554,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.700000,175.900000,218.400000,98.600000,284.700000,35.100000,25.600000,35.900000,5.600000,72.300000,282.300000,155.300000,382.600000,8.500000,5.500000,15.100000,6.500000,163.700000,160.200000,57.700000,263.600000,6.700000,67.100000,59.900000,23.800000,80.400000,144,1.100000,1.800000,25.400000,2.400000,4.100000,1.200000,1.600000,3.500000,130.800000,0,0,0,0,0,0
20150830,47157,2006,1090,316,21,,,,40289,214,925,41,39,,,,31636,1000,764,64,77,,,,17101,310,368,85,,,,,2116,235,39,29,,,,,138299,3765,3185,534,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.500000,173.200000,219.100000,100.200000,280.300000,34.300000,24.900000,34.300000,5.400000,72.100000,296.500000,149.300000,373.800000,7,5.900000,15.400000,4.600000,138,153.700000,57.300000,273.800000,6.400000,63.900000,59.500000,21.600000,77.900000,143.800000,1.100000,1.600000,24.600000,2.200000,4.400000,1.200000,1.400000,3.100000,134.800000,0,0,0,0,0,0
20150831,49009,2146,1134,325,19,,,,43166,227,970,39,44,,,,33937,1430,798,85,62,,,,17392,285,366,78,,,,,2120,262,37,29,,,,,145624,4350,3305,556,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.100000,180.900000,226.300000,109,291.300000,36.800000,25.800000,35.100000,6.300000,73.900000,317,152.800000,391.400000,8.300000,6.400000,16,4.300000,139.300000,161.500000,64.300000,286,6.700000,63.500000,57.500000,21.500000,75.300000,146.900000,1.100000,1.700000,22,2,4.900000,1.200000,1.700000,3.500000,140.200000,0,0,0,0,0,0
20150901,48406,2241,1123,319,19,,,,43155,342,987,39,40,,,,34107,1275,812,92,58,,,,17587,150,368,83,,,,,2028,374,38,26,,,,,145283,4382,3328,558,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.500000,184,228.500000,106.800000,285.500000,34.700000,25.700000,37.100000,6.200000,72.100000,317.900000,157.200000,404.700000,8.600000,6.400000,15.800000,4.200000,138.800000,163.100000,66,295.800000,6.900000,64.600000,58.300000,21.900000,79.700000,142.600000,1.200000,1.900000,23.500000,1.800000,4.800000,1.100000,1.400000,3.800000,141,0,0,0,0,0,0
20150902,48997,2264,1124,315,23,,,,43397,614,999,46,29,,,,33300,1150,793,86,45,,,,16960,200,356,81,,,,,2016,330,38,24,,,,,144670,4558,3309,552,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.300000,184.800000,226.600000,107.500000,281.600000,34.600000,25.600000,36.500000,6.200000,72.200000,324.100000,162.100000,405.200000,7.900000,6.500000,16.100000,4.700000,140.300000,159,60.100000,289.900000,7,64.800000,59.100000,22.500000,78.300000,129.800000,1.200000,1.600000,23.600000,2,4.700000,1.200000,1.600000,3.500000,136.900000,0,0,0,0,0,0
20150903,49002,2544,1114,314,15,,,,44076,726,1015,46,13,,,,32614,3347,791,98,16,,,,17193,1004,362,79,,,,,2014,412,39,24,,,,,144899,8033,3321,561,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217,177.500000,227.800000,103.900000,287,37.100000,26.100000,31.500000,6.200000,76.700000,321.400000,168.900000,412.900000,8.600000,6.600000,16.200000,3.900000,137,157.900000,64.900000,276.800000,6.300000,63.900000,60,21.400000,78.600000,137.200000,1,1.600000,24.300000,2.100000,5.100000,1.300000,1.500000,3.400000,148.200000,0,0,0,0,0,0
20150904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
20150905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
20150906,46741,2361,1100,286,13,,,,41576,198,984,29,24,,,,30201,1512,734,61,23,,,,16240,389,350,74,,,,,2082,260,41,25,,,,,136840,4720,3208,474,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.600000,172.500000,232.800000,93.200000,282.700000,36.300000,24.100000,35.900000,5.100000,84.800000,283.700000,182.500000,397.600000,8.300000,6.300000,16,4.400000,124.100000,137.300000,56.500000,267.500000,6.400000,58.800000,59.800000,21.800000,68.300000,140.200000,0.900000,1.900000,24.800000,2.200000,5.300000,1.200000,1.300000,3.700000,142,0,0,0,0,0,0
20150907,49530,2696,1107,287,9,,,,44939,624,1033,50,22,,,,31130,2400,723,64,25,,,,17235,714,367,80,,,,,2058,337,41,25,,,,,144892,6771,3270,506,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.700000,180.500000,231.200000,101.300000,272.900000,37.300000,25.400000,36.900000,5.800000,85.100000,315.300000,186.200000,410.900000,9,6.500000,16.300000,3.200000,118.800000,132.900000,60.300000,265,6.600000,64.900000,60.500000,20.100000,67.500000,152.100000,1.400000,1.300000,25.100000,2.100000,5.800000,1.100000,1.600000,3.500000,139,0,0,0,0,0,0
20150908,49588,3250,1110,276,6,,,,45256,503,1033,52,15,,,,31130,2025,728,61,35,,,,17464,480,367,75,,,,,2106,320,41,23,,,,,145543,6578,3279,487,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.800000,184.400000,234,104.800000,267.700000,35.900000,25.700000,36.100000,5.900000,80.300000,325.600000,183.300000,407.800000,9.300000,6.700000,16.300000,3.700000,119.800000,132.900000,60.400000,275.500000,6.600000,66.200000,60.800000,20.200000,67.500000,151.400000,1.100000,1.500000,26,2.200000,5.100000,1.100000,1.700000,3.200000,133.200000,0,0,0,0,0,0
20150909,49216,3521,1113,248,6,,,,45182,579,1033,39,13,,,,31923,1825,739,61,39,,,,17826,394,374,76,,,,,2128,284,42,21,,,,,146275,6603,3301,445,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.400000,179.300000,234.700000,104.100000,274.100000,34.500000,25.200000,37,5.900000,83.700000,329.700000,185.600000,398,8.500000,6.800000,16.600000,4.400000,127,128,61.100000,282.600000,6.800000,66.500000,60.800000,20.800000,69.300000,155.900000,1.200000,1.500000,26.700000,2.200000,5.100000,1.100000,1.800000,3.300000,133.600000,0,0,0,0,0,0
20150910,49355,2241,1131,265,4,,,,45205,392,1028,27,10,,,,32531,1125,739,57,51,,,,17678,505,375,78,,,,,2113,308,43,21,,,,,146882,4571,3317,448,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.600000,186.700000,233,107.900000,277.700000,37.900000,25.600000,37.600000,5.700000,82.200000,336.300000,189.300000,384.800000,8.900000,6.100000,16.500000,4.300000,121.300000,130.600000,61.800000,281.900000,6.700000,65.200000,61.500000,22.600000,67.500000,157.500000,1.100000,1.700000,27.300000,2.200000,5.500000,1.100000,1.500000,3.400000,137.200000,0,0,0,0,0,0
20150911,50354,2398,1147,270,4,,,,45040,317,1031,28,10,,,,32862,1635,748,47,61,,,,17255,876,375,76,,,,,2144,251,41,21,,,,,147655,5477,3342,442,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.900000,191,232.600000,105.500000,292.600000,40.100000,26,38.100000,5.700000,86.800000,335.700000,190.600000,380.400000,8.700000,6.700000,16.600000,5.400000,124.400000,133,62.600000,285.200000,7,65.700000,62,24.100000,67.200000,154.800000,1.300000,1.600000,25.900000,2,5.300000,1.100000,1.600000,3.200000,135.400000,0,0,0,0,0,0
20150912,50166,1773,1142,283,7,,,,42039,294,1002,25,19,,,,33235,1135,757,43,62,,,,16962,650,368,71,,,,,2113,324,41,21,,,,,144515,4176,3309,442,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219,186.900000,228.400000,103.200000,298.100000,39.700000,26.300000,35.100000,5.600000,83.500000,320.400000,186,374.100000,9.200000,6.700000,15.900000,6.100000,127,140.600000,63.100000,286.300000,6.800000,64.900000,62.200000,24,63.100000,152.100000,1.200000,1.900000,25.600000,1.900000,6.200000,1.100000,1.500000,2.500000,132.800000,0,0,0,0,0,0
20150913,49194,1406,1125,282,11,,,,40612,275,925,18,25,,,,32742,600,724,35,71,,,,15883,200,356,70,,,,,2209,216,41,20,,,,,140640,2697,3172,425,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.800000,181.200000,220.200000,103.800000,295.400000,37.900000,25,36.900000,5.200000,88.400000,293.800000,178,335.400000,8.200000,6.700000,8.700000,5.800000,124.900000,141.400000,58.800000,261.900000,6.500000,67.700000,59.100000,23.500000,59.300000,145.900000,0.900000,2.100000,25.800000,1.900000,6,1.200000,1.600000,2.800000,130.400000,0,0,0,0,0,0
