"yymmdd","Raw","Processed"
100808,11234.510000,11234.510000
100809,11205.850000,11205.850000
100810,11541.360000,11541.360000
100811,11524.580000,11524.580000
100812,11401.450000,11401.450000
100813,11333.350000,11333.350000
100814,11504.480000,11504.480000
100815,11530.620000,11530.620000
100816,11564.990000,11564.990000
100817,11522.830000,11522.830000
100818,11515.290000,11515.290000
100819,11496.920000,11496.920000
100820,11522.050000,11522.050000
100821,11397.140000,11397.140000
100822,11535.680000,11535.680000
100823,11567.250000,11567.250000
100824,11428.830000,11428.830000
100825,11667.360000,11667.360000
100826,11770.200000,11770.200000
100827,11773.610000,11773.610000
100828,11768.560000,11768.560000
100829,11862.690000,11862.690000
100830,11784.100000,11784.100000
100831,11847.450000,11847.450000
100901,11955.160000,11955.160000
100902,11971.240000,11971.240000
100903,12004.960000,12004.960000
100904,11830.750000,11830.750000
100905,11949.100000,11949.100000
100906,12071.220000,12071.220000
100907,12083.680000,12083.680000
100908,12131.810000,12131.810000
100909,12086.150000,12086.150000
100910,12143.480000,12143.480000
100911,12191.000000,12191.000000
100912,12289.750000,12289.750000
100913,12362.120000,12362.120000
100914,12455.380000,12455.380000
100915,12507.220000,12507.220000
100916,12483.640000,12483.640000
100917,12459.270000,12459.270000
100918,12457.840000,12457.840000
100919,12396.610000,12396.610000
100920,12406.440000,12406.440000
100921,12419.820000,12419.820000
100922,12414.750000,12414.750000
100923,12489.930000,12489.930000
100924,12540.360000,12540.360000
100925,12663.320000,12663.320000
100926,12780.550000,12780.550000
100927,12889.500000,12889.500000
100928,12939.560000,12939.560000
100929,12914.250000,12914.250000
100930,12828.470000,12828.470000
101001,12922.740000,12922.740000
101002,12976.780000,12976.780000
101003,12940.860000,12940.860000
101004,12971.770000,12971.770000
101005,12943.140000,12943.140000
101006,12884.460000,12884.460000
101007,12729.070000,12729.070000
101008,12930.220000,12930.220000
101009,12898.430000,12898.430000
101010,12966.560000,12966.560000
101011,12886.650000,12886.650000
101012,12818.940000,12818.940000
101013,14608.080000,14608.080000
101014,12788.520000,12788.520000
101015,11687.280000,11687.280000
101016,11765.620000,11765.620000
101017,12433.390000,12433.390000
101018,12496.950000,12496.950000
101019,12361.280000,12361.280000
101020,12270.380000,12270.380000
101021,12160.750000,12160.750000
101022,12039.030000,12039.030000
101023,11986.410000,11986.410000
101024,11964.640000,11964.640000
101025,12023.700000,12023.700000
101026,12015.570000,12015.570000
101027,12030.560000,12030.560000
101028,12123.090000,12123.090000
101029,12081.650000,12081.650000
101030,12082.880000,12082.880000
101031,12049.460000,12049.460000
101101,12063.550000,12063.550000
101102,11844.670000,11844.670000
101103,11753.060000,11753.060000
101104,11056.190000,11056.190000
101105,11010.980000,11010.980000
101106,11103.880000,11103.880000
101107,11680.250000,11680.250000
101108,11628.710000,11628.710000
101109,11573.800000,11573.800000
101110,11534.130000,11534.130000
101111,11488.990000,11488.990000
101112,10906.280000,10906.280000
101113,10966.890000,10966.890000
101114,11622.990000,11622.990000
101115,11678.580000,11678.580000
101116,11695.980000,11695.980000
101117,11718.250000,11718.250000
101118,11707.810000,11707.810000
101119,11808.350000,11808.350000
101120,11772.830000,11772.830000
101121,11858.950000,11858.950000
101122,11897.070000,11897.070000
101123,11945.320000,11945.320000
101124,12006.550000,12006.550000
101125,12093.700000,12093.700000
101126,12154.280000,12154.280000
101127,12223.350000,12223.350000
101128,12300.800000,12300.800000
101129,12345.860000,12345.860000
101130,12408.200000,12408.200000
101201,12350.720000,12350.720000
101202,12445.970000,12445.970000
101203,12559.670000,12559.670000
101204,12628.340000,12628.340000
101205,12785.600000,12785.600000
101206,12770.330000,12770.330000
101207,12840.120000,12840.120000
101208,12807.380000,12807.380000
101209,12799.260000,12799.260000
101210,12860.910000,12860.910000
101211,12835.970000,12835.970000
101212,12835.660000,12835.660000
101213,12827.570000,12827.570000
101214,12802.860000,12802.860000
101215,12725.990000,12725.990000
101216,12711.740000,12711.740000
101217,12588.040000,12588.040000
101218,12672.880000,12672.880000
101219,12746.130000,12746.130000
101220,12683.970000,12683.970000
101221,12742.880000,12742.880000
101222,12727.070000,12727.070000
101223,12656.820000,12656.820000
101224,12648.660000,12648.660000
101225,12639.060000,12639.060000
101226,12613.250000,12613.250000
101227,12603.790000,12603.790000
101228,12636.930000,12636.930000
101229,12737.680000,12737.680000
101230,12794.950000,12794.950000
101231,12855.360000,12855.360000
110101,12561.230000,12561.230000
110102,12928.480000,12928.480000
110103,12975.520000,12975.520000
110104,13002.410000,13002.410000
110105,13019.700000,13019.700000
110106,13067.470000,13067.470000
110107,13022.020000,13022.020000
110108,13125.680000,13125.680000
110109,13234.280000,13234.280000
110110,13018.480000,13018.480000
110111,12918.670000,12918.670000
110112,12819.480000,12819.480000
110113,12797.530000,12797.530000
110114,12836.750000,12836.750000
110115,12868.680000,12868.680000
110116,12897.980000,12897.980000
110117,13056.890000,13056.890000
110118,12950.090000,12950.090000
110119,12899.140000,12899.140000
110120,12918.930000,12918.930000
110121,12933.110000,12933.110000
110122,12873.060000,12873.060000
110123,12886.910000,12886.910000
110124,12912.890000,12912.890000
110125,12981.560000,12981.560000
110126,13110.820000,13110.820000
110127,13178.020000,13178.020000
110128,13192.840000,13192.840000
110129,13137.350000,13137.350000
110130,13100.400000,13100.400000
110131,13144.800000,13144.800000
110201,13059.140000,13059.140000
110202,13094.260000,13094.260000
110203,13086.370000,13086.370000
110204,13086.360000,13086.360000
110205,13044.180000,13044.180000
110206,13038.290000,13038.290000
110207,13036.500000,13036.500000
110208,12996.620000,12996.620000
110209,13044.370000,13044.370000
110210,13031.690000,13031.690000
110211,12993.120000,12993.120000
110212,12980.030000,12980.030000
110213,12981.250000,12981.250000
110214,12985.350000,12985.350000
110215,13023.980000,13023.980000
110216,13038.590000,13038.590000
110217,13063.870000,13063.870000
110218,13062.790000,13062.790000
110219,13031.010000,13031.010000
110220,13108.490000,13108.490000
110221,13009.230000,13009.230000
110222,13096.260000,13096.260000
110223,13028.070000,13028.070000
110224,13083.350000,13083.350000
110225,13115.530000,13115.530000
110226,13102.570000,13102.570000
110227,13222.810000,13222.810000
110228,13221.260000,13221.260000
110301,13518.060000,13518.060000
110302,13525.530000,13525.530000
110303,13616.920000,13616.920000
110304,13578.600000,13578.600000
110305,13646.930000,13646.930000
110306,13646.160000,13646.160000
110307,13602.330000,13602.330000
110308,13656.370000,13656.370000
110309,13696.040000,13696.040000
110310,13852.830000,13852.830000
110311,13801.010000,13801.010000
110312,13789.550000,13789.550000
110313,13853.060000,13853.060000
110314,13984.130000,13984.130000
110315,14024.050000,14024.050000
110316,14092.190000,14092.190000
110317,14206.660000,14206.660000
110318,14256.710000,14256.710000
110319,14270.950000,14270.950000
110320,14198.720000,14198.720000
110321,14291.040000,14291.040000
110322,14300.650000,14300.650000
110323,14582.800000,14582.800000
110324,14654.790000,14654.790000
110325,14728.680000,14728.680000
110326,14728.900000,14728.900000
110327,14947.870000,14947.870000
110328,14973.330000,14973.330000
110329,15010.630000,15010.630000
110330,15194.250000,15194.250000
110331,15165.480000,15165.480000
110401,15048.980000,15048.980000
110402,15171.870000,15171.870000
110403,15277.500000,15277.500000
110404,15328.770000,15328.770000
110405,15352.760000,15352.760000
110406,15335.300000,15335.300000
110407,15357.530000,15357.530000
110408,15292.340000,15292.340000
110409,14986.440000,14986.440000
110410,14994.710000,14994.710000
110411,15034.810000,15034.810000
110412,15000.930000,15000.930000
110413,15274.700000,15274.700000
110414,14976.620000,14976.620000
110415,14944.640000,14944.640000
110416,14915.450000,14915.450000
110417,14992.030000,14992.030000
110418,14987.800000,14987.800000
110419,15068.650000,15068.650000
110420,15084.730000,15084.730000
110421,15129.890000,15129.890000
110422,15188.810000,15188.810000
110423,15268.880000,15268.880000
110424,15239.910000,15239.910000
110425,15304.030000,15304.030000
110426,15330.450000,15330.450000
110427,15298.940000,15298.940000
110428,15434.580000,15434.580000
110429,15379.220000,15379.220000
110430,15349.070000,15349.070000
110501,15383.010000,15383.010000
110502,15328.650000,15328.650000
110503,15271.070000,15271.070000
110504,15149.080000,15149.080000
110505,15013.870000,15013.870000
110506,14888.090000,14888.090000
110507,14900.580000,14900.580000
110508,14862.120000,14862.120000
110509,14855.780000,14855.780000
110510,14850.600000,14850.600000
110511,14717.590000,14717.590000
110512,14638.470000,14638.470000
110513,14530.260000,14530.260000
110514,14442.670000,14442.670000
110515,14573.390000,14573.390000
110516,14484.390000,14484.390000
110517,14254.990000,14254.990000
110518,14266.750000,14266.750000
110519,14187.360000,14187.360000
110520,14144.690000,14144.690000
110521,14096.730000,14096.730000
110522,14263.800000,14263.800000
110523,14115.820000,14115.820000
110524,14063.370000,14063.370000
110525,14040.390000,14040.390000
110526,14144.990000,14144.990000
110527,14140.770000,14140.770000
110528,14138.760000,14138.760000
110529,14187.730000,14187.730000
110530,14175.670000,14175.670000
110531,14054.580000,14054.580000
110601,14091.630000,14091.630000
110602,14185.860000,14185.860000
110603,13017.080000,13017.080000
110604,13053.690000,13053.690000
110605,14098.890000,14098.890000
110606,14105.900000,14105.900000
110607,14077.320000,14077.320000
110608,14105.420000,14105.420000
110609,14196.860000,14196.860000
110610,14219.380000,14219.380000
110611,14235.840000,14235.840000
110612,14287.620000,14287.620000
110613,14283.980000,14283.980000
110614,14386.020000,14386.020000
110615,14178.330000,14178.330000
110616,14222.100000,14222.100000
110617,14227.820000,14227.820000
110618,14187.650000,14187.650000
110619,14151.160000,14151.160000
110620,14067.630000,14067.630000
110621,13923.190000,13923.190000
110622,13815.100000,13815.100000
110623,13743.890000,13743.890000
110624,13710.240000,13710.240000
110625,13817.740000,13817.740000
110626,13766.920000,13766.920000
110627,13571.870000,13571.870000
110628,13523.470000,13523.470000
110629,13611.120000,13611.120000
110630,13649.600000,13649.600000
110701,13738.370000,13738.370000
110702,13672.930000,13672.930000
110703,13635.270000,13635.270000
110704,13519.780000,13519.780000
110705,13504.750000,13504.750000
110706,13492.890000,13492.890000
110707,13481.640000,13481.640000
110708,12658.220000,12658.220000
110709,12727.410000,12727.410000
110710,13388.680000,13388.680000
110711,13629.750000,13629.750000
110712,13617.470000,13617.470000
110713,13702.790000,13702.790000
110714,13712.120000,13712.120000
110715,13519.590000,13519.590000
110716,13578.580000,13578.580000
110717,13615.970000,13615.970000
110718,13601.570000,13601.570000
110719,13644.940000,13644.940000
110720,13564.280000,13564.280000
110721,13538.920000,13538.920000
110722,13514.550000,13514.550000
110723,13483.310000,13483.310000
110724,13476.380000,13476.380000
110725,13459.510000,13459.510000
110726,13355.210000,13355.210000
110727,13335.060000,13335.060000
110728,13332.750000,13332.750000
110729,13209.990000,13209.990000
110730,13142.020000,13142.020000
110731,13057.450000,13057.450000
110801,13043.930000,13043.930000
110802,13050.810000,13050.810000
110803,12969.870000,12969.870000
110804,12714.730000,12714.730000
110805,13021.530000,13021.530000
110806,12959.920000,12959.920000
110807,12980.170000,12980.170000
110808,12898.940000,12898.940000
110809,12829.470000,12829.470000
110810,12861.590000,12861.590000
110811,12810.410000,12810.410000
110812,12798.290000,12798.290000
110813,12746.680000,12746.680000
110814,12620.450000,12620.450000
110815,12698.660000,12698.660000
110816,12747.840000,12747.840000
110817,12711.610000,12711.610000
110818,12585.970000,12585.970000
110819,12500.240000,12500.240000
110820,12442.010000,12442.010000
110821,12443.660000,12443.660000
110822,12376.500000,12376.500000
110823,12210.950000,12210.950000
110824,12258.320000,12258.320000
110825,12216.270000,12216.270000
110826,12193.390000,12193.390000
110827,12172.440000,12172.440000
110828,12226.420000,12226.420000
110829,12210.730000,12210.730000
110830,12129.530000,12129.530000
110831,12048.990000,12048.990000
110901,12163.910000,12163.910000
110902,12165.820000,12165.820000
110903,12099.640000,12099.640000
110904,12113.310000,12113.310000
110905,12146.920000,12146.920000
110906,12121.900000,12121.900000
110907,12104.000000,12104.000000
110908,12174.930000,12174.930000
110909,12103.200000,12103.200000
110910,12104.350000,12104.350000
110911,12168.140000,12168.140000
110912,12136.380000,12136.380000
110913,11942.470000,11942.470000
110914,11963.480000,11963.480000
110915,11945.200000,11945.200000
110916,11886.860000,11886.860000
110917,11893.510000,11893.510000
110918,11858.650000,11858.650000
110919,11878.310000,11878.310000
110920,11738.190000,11738.190000
110921,11962.930000,11962.930000
110922,11762.520000,11762.520000
110923,8645.530000,8645.530000
110924,10791.350000,10791.350000
110925,11384.650000,11384.650000
110926,11283.480000,11283.480000
110927,11454.810000,11454.810000
110928,11024.890000,11024.890000
110929,10985.610000,10985.610000
110930,10884.860000,10884.860000
111001,10778.640000,10778.640000
111002,10698.360000,10698.360000
111003,10674.700000,10674.700000
111004,10524.850000,10524.850000
111005,10412.690000,10412.690000
111006,10168.060000,10168.060000
111007,9999.220000,9999.220000
111008,9906.820000,9906.820000
111009,9557.790000,9557.790000
111010,9550.300000,9550.300000
111011,9360.220000,9360.220000
111012,9241.390000,9241.390000
111013,9042.680000,9042.680000
111014,8858.010000,8858.010000
111015,8789.790000,8789.790000
111016,8847.900000,8847.900000
111017,8670.800000,8670.800000
111018,8416.090000,8416.090000
111019,8550.900000,8550.900000
111020,8537.580000,8537.580000
111021,8442.980000,8442.980000
111022,8454.680000,8454.680000
111023,8403.210000,8403.210000
111024,8223.920000,8223.920000
111025,7808.720000,7808.720000
111026,8170.700000,8170.700000
111027,8097.070000,8097.070000
111028,8110.450000,8110.450000
111029,7646.210000,7646.210000
111030,8315.200000,8315.200000
111031,8199.220000,8199.220000
111101,8062.730000,8062.730000
111102,7866.330000,7866.330000
111103,7830.710000,7830.710000
111104,7773.560000,7773.560000
111105,7712.300000,7712.300000
111106,7662.760000,7662.760000
111107,7617.220000,7617.220000
111108,7592.290000,7592.290000
111109,7623.120000,7623.120000
111110,7633.610000,7633.610000
111111,7614.530000,7614.530000
111112,7596.380000,7596.380000
111113,7569.610000,7569.610000
111114,7470.510000,7470.510000
111115,7902.740000,7902.740000
111116,7541.760000,7541.760000
111117,7525.040000,7525.040000
111118,7318.450000,7318.450000
111119,7215.700000,7215.700000
111120,7524.260000,7524.260000
111121,7611.600000,7611.600000
111122,7685.840000,7685.840000
111123,7715.740000,7715.740000
111124,7795.130000,7795.130000
111125,7851.150000,7851.150000
111126,7647.070000,7647.070000
111127,7689.960000,7689.960000
111128,7719.780000,7719.780000
111129,7951.020000,7951.020000
111130,8039.620000,8039.620000
111201,8041.860000,8041.860000
111202,7894.260000,7894.260000
111203,7854.540000,7854.540000
111204,8003.930000,8003.930000
111205,8063.690000,8063.690000
111206,8245.080000,8245.080000
111207,8285.870000,8285.870000
111208,8236.210000,8236.210000
111209,8120.700000,8120.700000
111210,8256.990000,8256.990000
111211,8374,8374
111212,8307.150000,8307.150000
111213,8285.450000,8285.450000
111214,8324.390000,8324.390000
111215,8337.500000,8337.500000
111216,8382.430000,8382.430000
111217,8461.070000,8461.070000
111218,8437.420000,8437.420000
111219,8410.650000,8410.650000
111220,8387.110000,8387.110000
111221,8385.970000,8385.970000
111222,8445.230000,8445.230000
111223,8377.420000,8377.420000
111224,8406.650000,8406.650000
111225,8429.470000,8429.470000
111226,8365.230000,8365.230000
111227,8456.550000,8456.550000
111228,8417.850000,8417.850000
111229,8485.680000,8485.680000
111230,8482.370000,8482.370000
111231,8494.730000,8494.730000
120101,8432.760000,8432.760000
120102,8347.170000,8347.170000
120103,8356.340000,8356.340000
120104,8361.600000,8361.600000
120105,8417.910000,8417.910000
120106,9015.500000,9015.500000
120107,8426.930000,8426.930000
120108,8419.870000,8419.870000
120109,8555.050000,8555.050000
120110,8582.530000,8582.530000
120111,8805.350000,8805.350000
120112,8799.790000,8799.790000
120113,8920.930000,8920.930000
120114,9014.050000,9014.050000
120115,9094.940000,9094.940000
120116,9159.170000,9159.170000
120117,9187.490000,9187.490000
120118,9215.850000,9215.850000
120119,9590.240000,9590.240000
120120,9158.350000,9158.350000
120121,9212.260000,9212.260000
120122,9245.160000,9245.160000
120123,9370.940000,9370.940000
120124,9421.230000,9421.230000
120125,9329.050000,9329.050000
120126,9598.700000,9598.700000
120127,9676.940000,9676.940000
120128,9723.200000,9723.200000
120129,9679.390000,9679.390000
120130,9735.950000,9735.950000
120131,9789.260000,9789.260000
120201,9832.220000,9832.220000
120202,9880.250000,9880.250000
120203,9896.260000,9896.260000
120204,9954.890000,9954.890000
120205,10093.390000,10093.390000
120206,10141.910000,10141.910000
120207,10192.340000,10192.340000
120208,10260.800000,10260.800000
120209,10271.360000,10271.360000
120210,10322.550000,10322.550000
120211,10362.700000,10362.700000
120212,10406.810000,10406.810000
120213,10462.930000,10462.930000
120214,10485.280000,10485.280000
120215,10564.650000,10564.650000
120216,10623.850000,10623.850000
120217,10310.660000,10310.660000
120218,10266.650000,10266.650000
120219,10433.590000,10433.590000
120220,10870.730000,10870.730000
120221,10989.240000,10989.240000
120222,11073.540000,11073.540000
120223,11331.180000,11331.180000
120224,11350.330000,11350.330000
120225,11401.250000,11401.250000
120226,11496.950000,11496.950000
120227,11538.650000,11538.650000
120228,11629.710000,11629.710000
120229,11693.040000,11693.040000
120301,11777.230000,11777.230000
120302,11899.220000,11899.220000
120303,11989.030000,11989.030000
120304,12568.680000,12568.680000
120305,12107.960000,12107.960000
120306,12159.630000,12159.630000
120307,11894.340000,11894.340000
120308,12310.760000,12310.760000
120309,12276.370000,12276.370000
120310,12246.510000,12246.510000
120311,12280.700000,12280.700000
120312,12339.020000,12339.020000
120313,12464.010000,12464.010000
120314,12663.390000,12663.390000
120315,12839.520000,12839.520000
120316,12868.410000,12868.410000
120317,12695.200000,12695.200000
120318,13013.870000,13013.870000
120319,13041.410000,13041.410000
120320,13170.490000,13170.490000
120321,13271.130000,13271.130000
120322,13388.840000,13388.840000
120323,13568.740000,13568.740000
120324,13746.110000,13746.110000
120325,13882.700000,13882.700000
120326,13995.030000,13995.030000
120327,14029.360000,14029.360000
120328,14178.690000,14178.690000
120329,14331.620000,14331.620000
120330,14379.570000,14379.570000
120331,14431.880000,14431.880000
120401,14694.940000,14694.940000
120402,14619.680000,14619.680000
120403,14674.910000,14674.910000
120404,14652.280000,14652.280000
120405,14668.060000,14668.060000
120406,14683.080000,14683.080000
120407,15207.070000,15207.070000
120408,15193.260000,15193.260000
120409,14403.640000,14403.640000
120410,14453.220000,14453.220000
120411,14477.320000,14477.320000
120412,14475.830000,14475.830000
120413,14605.020000,14605.020000
120414,14627.500000,14627.500000
120415,14783.390000,14783.390000
120416,14863.460000,14863.460000
120417,14813.950000,14813.950000
120418,14836.330000,14836.330000
120419,14874.960000,14874.960000
120420,14825.550000,14825.550000
120421,14786.510000,14786.510000
120422,14810.880000,14810.880000
120423,14739.760000,14739.760000
120424,14697.140000,14697.140000
120425,14675.180000,14675.180000
120426,14749.140000,14749.140000
120427,14748.000000,14748.000000
120428,14758.950000,14758.950000
120429,14836.130000,14836.130000
120430,14837.640000,14837.640000
120501,14855.260000,14855.260000
120502,14735.200000,14735.200000
120503,14702.670000,14702.670000
120504,14669.120000,14669.120000
120505,14639.330000,14639.330000
120506,14632.620000,14632.620000
120507,14559.450000,14559.450000
120508,14568.750000,14568.750000
120509,14499.940000,14499.940000
120510,14426.150000,14426.150000
120511,14415.050000,14415.050000
120512,14481.240000,14481.240000
120513,14528.750000,14528.750000
120514,14551.550000,14551.550000
120515,14482.250000,14482.250000
120516,14609.160000,14609.160000
120517,14588.400000,14588.400000
120518,14493.860000,14493.860000
120519,14410.180000,14410.180000
120520,14444.240000,14444.240000
120521,14405.800000,14405.800000
120522,14334.170000,14334.170000
120523,14276.770000,14276.770000
120524,14171.250000,14171.250000
120525,14071.030000,14071.030000
120526,13975.420000,13975.420000
120527,13923.090000,13923.090000
120528,13915.700000,13915.700000
120529,13871.180000,13871.180000
120530,13871.970000,13871.970000
120531,13518.950000,13518.950000
120601,13310.280000,13310.280000
120602,13244.530000,13244.530000
120603,13244.130000,13244.130000
120604,13143.390000,13143.390000
120605,13061.980000,13061.980000
120606,12885.960000,12885.960000
120607,12771.290000,12771.290000
120608,12726.160000,12726.160000
120609,14859.120000,14859.120000
120610,12666.210000,12666.210000
120611,12716.890000,12716.890000
120612,12528.670000,12528.670000
120613,12765.880000,12765.880000
120614,12703.390000,12703.390000
120615,12672.910000,12672.910000
120616,12654.160000,12654.160000
120617,12669.450000,12669.450000
120618,12578.310000,12578.310000
120619,12501.810000,12501.810000
120620,12488.090000,12488.090000
120621,12504.550000,12504.550000
120622,12542.800000,12542.800000
120623,12551.970000,12551.970000
120624,12476.160000,12476.160000
120625,12378.090000,12378.090000
120626,12379.370000,12379.370000
120627,12348.700000,12348.700000
120628,12307.870000,12307.870000
120629,12224.830000,12224.830000
120630,12702.930000,12702.930000
120701,12200.760000,12200.760000
120702,12182.110000,12182.110000
120703,12171.190000,12171.190000
120704,12111.190000,12111.190000
120705,12093.600000,12093.600000
120706,11992.450000,11992.450000
120707,12008.660000,12008.660000
120708,11934.970000,11934.970000
120709,11802.090000,11802.090000
120710,11766.420000,11766.420000
120711,11709.810000,11709.810000
120712,11701.560000,11701.560000
120713,11735.870000,11735.870000
120714,11798.830000,11798.830000
120715,11673.610000,11673.610000
120716,11571.580000,11571.580000
120717,11458.660000,11458.660000
120718,11308.240000,11308.240000
120719,11221.830000,11221.830000
120720,11154.480000,11154.480000
120721,11182.920000,11182.920000
120722,11101.420000,11101.420000
120723,11038.350000,11038.350000
120724,11138.070000,11138.070000
120725,10908.640000,10908.640000
120726,10856.040000,10856.040000
120727,10801.760000,10801.760000
120728,10717.250000,10717.250000
120729,10699.810000,10699.810000
120730,10688.710000,10688.710000
120731,10699.940000,10699.940000
120801,10622.450000,10622.450000
120802,10567.580000,10567.580000
120803,10540.230000,10540.230000
120804,10432.870000,10432.870000
120805,10356.630000,10356.630000
120806,10233.880000,10233.880000
120807,10143.870000,10143.870000
120808,10172.430000,10172.430000
120809,9996.470000,9996.470000
120810,9995.750000,9995.750000
120811,9931.450000,9931.450000
120812,9900.240000,9900.240000
120813,9904.180000,9904.180000
120814,9889.690000,9889.690000
120815,9906.150000,9906.150000
120816,9765.840000,9765.840000
120817,9755.200000,9755.200000
120818,9650.570000,9650.570000
120819,9577.530000,9577.530000
120820,9513.780000,9513.780000
120821,9441.620000,9441.620000
120822,9370.430000,9370.430000
120823,9324.700000,9324.700000
120824,9335.620000,9335.620000
120825,9075.140000,9075.140000
120826,9314.980000,9314.980000
120827,9388.720000,9388.720000
120828,9392.040000,9392.040000
120829,9445.460000,9445.460000
120830,9522.770000,9522.770000
120831,9436.770000,9436.770000
120901,9455.710000,9455.710000
120902,9440.750000,9440.750000
120903,9414.050000,9414.050000
120904,9339.310000,9339.310000
120905,9356.090000,9356.090000
120906,9494.780000,9494.780000
120907,9557.910000,9557.910000
120908,9568.810000,9568.810000
120909,9504.330000,9504.330000
120910,9363.460000,9363.460000
120911,9365.740000,9365.740000
120912,9382.430000,9382.430000
120913,9303.280000,9303.280000
120914,9256.830000,9256.830000
120915,9230.350000,9230.350000
120916,9406.510000,9406.510000
120917,9433.480000,9433.480000
120918,9169.960000,9169.960000
120919,9038.370000,9038.370000
120920,9012.310000,9012.310000
120921,8992.020000,8992.020000
120922,8911.830000,8911.830000
120923,8856.450000,8856.450000
120924,8719.290000,8719.290000
120925,8876.240000,8876.240000
120926,8834.990000,8834.990000
120927,8865.570000,8865.570000
120928,8845.240000,8845.240000
120929,8735.370000,8735.370000
120930,8707.500000,8707.500000
121001,8494.980000,8494.980000
121002,8010.220000,8010.220000
121003,8343.440000,8343.440000
121004,8258.810000,8258.810000
121005,8261.630000,8261.630000
121006,8230.650000,8230.650000
121007,8262.950000,8262.950000
121008,8285.380000,8285.380000
121009,8201.310000,8201.310000
121010,8226.120000,8226.120000
121011,8185.730000,8185.730000
121012,8166.610000,8166.610000
121013,8064.890000,8064.890000
121014,8044.920000,8044.920000
121015,8033.790000,8033.790000
121016,7962.050000,7962.050000
121017,7923.210000,7923.210000
121018,7852.320000,7852.320000
121019,7582.400000,7582.400000
121020,7542.620000,7542.620000
121021,7672.940000,7672.940000
121022,7627.730000,7627.730000
121023,7849.810000,7849.810000
121024,7742.800000,7742.800000
121025,7643.570000,7643.570000
121026,7650.610000,7650.610000
121027,7601.020000,7601.020000
121028,7634.130000,7634.130000
121029,7556.230000,7556.230000
121030,7630.230000,7630.230000
121031,7488.070000,7488.070000
121101,7566.890000,7566.890000
121102,7672.050000,7672.050000
121103,7632.810000,7632.810000
121104,7656.220000,7656.220000
121105,7615.500000,7615.500000
121106,7635.090000,7635.090000
121107,7625.430000,7625.430000
121108,7620.800000,7620.800000
121109,7670.490000,7670.490000
121110,7805.020000,7805.020000
121111,7911.250000,7911.250000
121112,7189.800000,7189.800000
121113,7555.100000,7555.100000
121114,7778.220000,7778.220000
121115,8016.950000,8016.950000
121116,8211.150000,8211.150000
121117,8285.420000,8285.420000
121118,8458.640000,8458.640000
121119,8545.940000,8545.940000
121120,8632.490000,8632.490000
121121,8828.300000,8828.300000
121122,8956.550000,8956.550000
121123,9006.730000,9006.730000
121124,8928.210000,8928.210000
121125,8983.470000,8983.470000
121126,9067.930000,9067.930000
121127,9119.410000,9119.410000
121128,9142.550000,9142.550000
121129,9189.890000,9189.890000
121130,9327.340000,9327.340000
121201,9508.320000,9508.320000
121202,9547.790000,9547.790000
121203,9541.130000,9541.130000
121204,9681.480000,9681.480000
121205,9699.800000,9699.800000
121206,9739.860000,9739.860000
121207,9772.440000,9772.440000
121208,9786.030000,9786.030000
121209,9964.760000,9964.760000
121210,9958.090000,9958.090000
121211,10016.330000,10016.330000
121212,9972.830000,9972.830000
121213,10027.540000,10027.540000
121214,10063.150000,10063.150000
121215,10072.070000,10072.070000
121216,10136.150000,10136.150000
121217,10269.190000,10269.190000
121218,10349.560000,10349.560000
121219,10370.110000,10370.110000
121220,10373.990000,10373.990000
121221,10425.100000,10425.100000
121222,10490.080000,10490.080000
121223,10517.040000,10517.040000
121224,10690.060000,10690.060000
121225,10758.420000,10758.420000
121226,10804.750000,10804.750000
121227,10805.430000,10805.430000
121228,10805.040000,10805.040000
121229,10925.450000,10925.450000
121230,11046.910000,11046.910000
121231,11124.160000,11124.160000
130101,11121.620000,11121.620000
130102,11149.110000,11149.110000
130103,11219.710000,11219.710000
130104,11301.820000,11301.820000
130105,11412.340000,11412.340000
130106,11535.200000,11535.200000
130107,11601.690000,11601.690000
130108,11625.330000,11625.330000
130109,11669.030000,11669.030000
130110,11793.260000,11793.260000
130111,11831.150000,11831.150000
130112,11906.850000,11906.850000
130113,11888.120000,11888.120000
130114,11933.230000,11933.230000
130115,11968.460000,11968.460000
130116,12008.450000,12008.450000
130117,11888.070000,11888.070000
130118,12169.570000,12169.570000
130119,12192.390000,12192.390000
130120,12219.790000,12219.790000
130121,12486.560000,12486.560000
130122,12507.340000,12507.340000
130123,12515.320000,12515.320000
130124,12502.560000,12502.560000
130125,12606.280000,12606.280000
130126,12663.650000,12663.650000
130127,12759.820000,12759.820000
130128,12884.470000,12884.470000
130129,12915.850000,12915.850000
130130,12863.830000,12863.830000
130131,13035.760000,13035.760000
130201,13016.010000,13016.010000
130202,13292.280000,13292.280000
130203,13343.730000,13343.730000
130204,13489.620000,13489.620000
130205,13580.230000,13580.230000
130206,13745.210000,13745.210000
130207,13880.520000,13880.520000
130208,13999.720000,13999.720000
130209,14047.290000,14047.290000
130210,14319.300000,14319.300000
130211,14467.610000,14467.610000
130212,14495.590000,14495.590000
130213,14558.630000,14558.630000
130214,14593.310000,14593.310000
130215,14679.450000,14679.450000
130216,14821.560000,14821.560000
130217,14921.900000,14921.900000
130218,14979.380000,14979.380000
130219,15046.400000,15046.400000
130220,15070.430000,15070.430000
130221,15169.440000,15169.440000
130222,15338.740000,15338.740000
130223,15345.130000,15345.130000
130224,15475.350000,15475.350000
